Hour,Visibility (10m)_sqrt,Dew point temperature(°C),Solar Radiation (MJ/m2)_log,Rainfall(mm)_log,Snowfall (cm)_log,Seasons,Holiday,Functioning Day,month,day
16,1.0,-2.4,1.085189268335969,0.0,0.0,Spring,No Holiday,Yes,March,5
17,1.0,-2.0,0.7514160886839212,0.0,0.0,Spring,No Holiday,Yes,March,5
18,1.0,-2.5,0.29266961396282004,0.0,0.0,Spring,No Holiday,Yes,March,5
19,1.0,-3.0,0.01980262729617973,0.0,0.0,Spring,No Holiday,Yes,March,5
20,1.0,-3.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,5
21,1.0,-4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,5
22,1.0,-4.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,5
23,1.0,-5.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,5
0,1.0,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
1,1.0,-4.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
2,1.4142135623730951,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
3,1.0,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
4,5.830951894845301,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
5,17.72004514666935,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
6,20.566963801203133,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
7,22.737634001804146,-4.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
8,23.2379000772445,-4.4,0.1823215567939546,0.0,0.0,Spring,No Holiday,Yes,March,6
9,25.748786379167466,-5.2,0.6151856390902335,0.0,0.0,Spring,No Holiday,Yes,March,6
10,20.12461179749811,-5.5,0.9400072584914712,0.0,0.0,Spring,No Holiday,Yes,March,6
11,21.95449840010015,-6.0,1.1378330018213911,0.0,0.0,Spring,No Holiday,Yes,March,6
12,11.180339887498949,-6.4,1.2669476034873244,0.0,0.0,Spring,No Holiday,Yes,March,6
13,13.601470508735444,-8.7,1.2947271675944,0.0,0.0,Spring,No Holiday,Yes,March,6
14,11.0,-8.8,1.199964782928397,0.0,0.0,Spring,No Holiday,Yes,March,6
15,12.727922061357855,-9.6,1.1378330018213911,0.0,0.0,Spring,No Holiday,Yes,March,6
16,6.782329983125268,-8.1,1.0116009116784799,0.0,0.0,Spring,No Holiday,Yes,March,6
17,13.228756555322953,-8.0,0.797507195884188,0.0,0.0,Spring,No Holiday,Yes,March,6
18,1.0,-8.8,0.3987761199573678,0.0,0.0,Spring,No Holiday,Yes,March,6
19,1.0,-9.3,0.01980262729617973,0.0,0.0,Spring,No Holiday,Yes,March,6
20,1.0,-9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
21,2.449489742783178,-9.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
22,11.40175425099138,-7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
23,9.797958971132712,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,6
0,22.538855339169288,-7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
1,17.08800749063506,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
2,6.244997998398398,-6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
3,3.4641016151377544,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
4,1.7320508075688772,-4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
5,3.7416573867739413,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
6,3.4641016151377544,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
7,1.0,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
8,12.0,-3.7,0.1310282624064042,0.0,0.0,Spring,No Holiday,Yes,March,7
9,14.696938456699069,-3.7,0.3987761199573678,0.0,0.0,Spring,No Holiday,Yes,March,7
10,13.892443989449804,-3.8,0.5538851132264376,0.0,0.0,Spring,No Holiday,Yes,March,7
11,9.591663046625438,-3.8,1.007957920399979,0.0,0.0,Spring,No Holiday,Yes,March,7
12,4.358898943540674,-3.7,1.128171090909654,0.0,0.0,Spring,No Holiday,Yes,March,7
13,9.486832980505138,-3.4,0.9593502213346021,0.0,0.0,Spring,No Holiday,Yes,March,7
14,9.643650760992955,-3.8,0.6575200029167942,0.0,0.0,Spring,No Holiday,Yes,March,7
15,9.055385138137417,-4.9,0.7839015438284094,0.0,0.0,Spring,No Holiday,Yes,March,7
16,6.164414002968976,-4.0,0.7030975114131134,0.0,0.0,Spring,No Holiday,Yes,March,7
17,1.0,-3.6,0.5128236264286637,0.0,0.0,Spring,No Holiday,Yes,March,7
18,1.0,-2.7,0.1310282624064042,0.0,0.0,Spring,No Holiday,Yes,March,7
19,1.0,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
20,4.898979485566356,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
21,5.0990195135927845,-0.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
22,8.54400374531753,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
23,32.90896534380867,2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,7
0,35.608987629529715,2.5,0.0,0.4054651081081644,0.0,Spring,No Holiday,Yes,March,8
1,35.832945734337834,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
2,38.05259518088089,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
3,39.408120990476064,2.3,0.0,1.0986122886681098,0.0,Spring,No Holiday,Yes,March,8
4,36.318039594669756,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
5,32.046840717924134,1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
6,33.13608305156178,1.4,0.0,0.9162907318741551,0.0,Spring,No Holiday,Yes,March,8
7,37.72267222772003,1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
8,39.45883931389772,2.1,0.009950330853168092,0.0,0.0,Spring,No Holiday,Yes,March,8
9,40.18706259482024,1.9,0.1906203596086497,0.4054651081081644,0.0,Spring,No Holiday,Yes,March,8
10,36.3318042491699,1.7,0.36464311358790924,0.0,0.0,Spring,No Holiday,Yes,March,8
11,27.83882181415011,1.6,0.5481214085096876,0.0,0.0,Spring,No Holiday,Yes,March,8
12,17.349351572897472,0.9,0.6365768290715511,0.0,0.0,Spring,No Holiday,Yes,March,8
13,18.708286933869708,0.5,1.0152306797290584,0.0,0.0,Spring,No Holiday,Yes,March,8
14,15.588457268119896,0.8,0.9707789171582247,0.0,0.0,Spring,No Holiday,Yes,March,8
15,10.246950765959598,0.1,1.172482137234565,0.0,0.0,Spring,No Holiday,Yes,March,8
16,31.73326330524486,1.1,0.7419373447293773,0.0,0.0,Spring,No Holiday,Yes,March,8
17,38.24918299781056,1.1,0.6312717768418578,0.0,0.0,Spring,No Holiday,Yes,March,8
18,38.18376618407357,0.4,0.3220834991691132,0.0,0.0,Spring,No Holiday,Yes,March,8
19,38.36665218650175,-0.1,0.02955880224154443,0.0,0.0,Spring,No Holiday,Yes,March,8
20,38.82009788756334,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
21,39.191835884530846,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
22,39.14077158156185,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
23,39.153543900903784,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,8
0,39.08964057138413,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
1,39.84971769034255,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
2,39.824615503479755,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
3,39.7994974842648,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
4,39.97499218261337,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
5,38.17066936798463,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
6,30.757112998459398,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
7,31.25699921617557,-2.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
8,9.16515138991168,-3.6,0.17395330712343798,0.0,0.0,Spring,No Holiday,Yes,March,9
9,5.656854249492381,-3.5,0.5364933705145685,0.0,0.0,Spring,No Holiday,Yes,March,9
10,8.94427190999916,-3.7,0.5766133643039938,0.0,0.0,Spring,No Holiday,Yes,March,9
11,11.61895003862225,-3.4,0.6471032420585385,0.0,0.0,Spring,No Holiday,Yes,March,9
12,19.595917942265423,-2.6,0.7561219797213337,0.0,0.0,Spring,No Holiday,Yes,March,9
13,21.79449471770337,-3.9,0.8064758658669485,0.0,0.0,Spring,No Holiday,Yes,March,9
14,17.635192088548397,-4.1,0.8064758658669485,0.0,0.0,Spring,No Holiday,Yes,March,9
15,36.4828726939094,-1.8,0.6626879730752367,0.0,0.0,Spring,No Holiday,Yes,March,9
16,30.805843601498726,-4.0,0.9969486348916096,0.0,0.0,Spring,No Holiday,Yes,March,9
17,34.813790371058424,-2.1,0.6931471805599453,0.0,0.0,Spring,No Holiday,Yes,March,9
18,36.0,-1.4,0.30010459245033816,0.0,0.0,Spring,No Holiday,Yes,March,9
19,31.796226191169293,-1.7,0.01980262729617973,0.0,0.0,Spring,No Holiday,Yes,March,9
20,29.597297173897484,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
21,28.705400188814647,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
22,28.6705423736629,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
23,30.495901363953813,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,9
0,32.109188716004645,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
1,36.64696440361739,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
2,36.27671429443411,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
3,36.0,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
4,37.16180835212409,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
5,37.89459064299283,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
6,38.24918299781056,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
7,38.28837943815329,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
8,39.179076048319466,-2.8,0.10436001532424286,0.0,0.0,Spring,No Holiday,Yes,March,10
9,39.786932528155525,-2.0,0.26236426446749106,0.0,0.0,Spring,No Holiday,Yes,March,10
10,38.23610858861032,-2.4,0.6259384308664954,0.0,0.0,Spring,No Holiday,Yes,March,10
11,36.069377593742864,-1.9,1.1249295969854831,0.0,0.0,Spring,No Holiday,Yes,March,10
12,33.04542328371661,-2.6,1.244154593958768,0.0,0.0,Spring,No Holiday,Yes,March,10
13,27.202941017470888,-3.9,1.297463147413275,0.0,0.0,Spring,No Holiday,Yes,March,10
14,24.979991993593593,-4.4,1.2612978709452054,0.0,0.0,Spring,No Holiday,Yes,March,10
15,6.082762530298219,-6.1,1.172482137234565,0.0,0.0,Spring,No Holiday,Yes,March,10
16,11.575836902790225,-5.5,1.0043016091968684,0.0,0.0,Spring,No Holiday,Yes,March,10
17,19.131126469708992,-3.2,0.7178397931503168,0.0,0.0,Spring,No Holiday,Yes,March,10
18,24.289915602982237,-0.7,0.3364722366212129,0.0,0.0,Spring,No Holiday,Yes,March,10
19,26.210684844162312,-0.3,0.01980262729617973,0.0,0.0,Spring,No Holiday,Yes,March,10
20,28.372521918222215,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
21,28.77498913987632,0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
22,30.28200785945344,0.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
23,32.41913015489465,1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,10
0,35.81898937714463,1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
1,37.656340767525464,1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
2,39.179076048319466,1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
3,40.099875311526844,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
4,40.84115571332428,1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
5,41.677331968349414,1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
6,42.035699113967404,1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
7,41.95235392680606,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
8,41.96427051671457,0.0,0.17395330712343798,0.0,0.0,Spring,No Holiday,Yes,March,11
9,41.689327171351664,0.2,0.5007752879124892,0.0,0.0,Spring,No Holiday,Yes,March,11
10,40.87786687193939,0.6,0.887891257352457,0.0,0.0,Spring,No Holiday,Yes,March,11
11,39.63584236521283,-1.1,1.1184149159642893,0.0,0.0,Spring,No Holiday,Yes,March,11
12,37.53664875824692,-3.7,1.244154593958768,0.0,0.0,Spring,No Holiday,Yes,March,11
13,33.406586176980134,-6.1,1.3001916620664788,0.0,0.0,Spring,No Holiday,Yes,March,11
14,18.81488772222678,-10.6,1.3056264580524357,0.0,0.0,Spring,No Holiday,Yes,March,11
15,25.748786379167466,-7.0,1.205970806988609,0.0,0.0,Spring,No Holiday,Yes,March,11
16,24.020824298928627,-7.5,1.0402767116551463,0.0,0.0,Spring,No Holiday,Yes,March,11
17,15.362291495737216,-8.2,0.7839015438284094,0.0,0.0,Spring,No Holiday,Yes,March,11
18,2.449489742783178,-11.2,0.4382549309311553,0.0,0.0,Spring,No Holiday,Yes,March,11
19,4.358898943540674,-9.6,0.03922071315328133,0.0,0.0,Spring,No Holiday,Yes,March,11
20,16.703293088490067,-8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
21,21.93171219946131,-8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
22,12.609520212918492,-10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
23,22.9128784747792,-10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,11
0,31.0,-7.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
1,29.698484809834994,-6.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
2,25.25866188063018,-7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
3,23.515952032609693,-7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
4,27.422618401604176,-6.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
5,28.160255680657446,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
6,32.87856444554719,-4.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
7,30.116440692751194,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
8,27.784887978899608,-6.5,0.058268908123975824,0.0,0.0,Spring,No Holiday,Yes,March,12
9,28.30194339616981,-6.7,0.16551443847757333,0.0,0.0,Spring,No Holiday,Yes,March,12
10,30.659419433511783,-6.0,0.5007752879124892,0.0,0.0,Spring,No Holiday,Yes,March,12
11,33.301651610693426,-6.2,0.9321640810304452,0.0,0.0,Spring,No Holiday,Yes,March,12
12,36.207733980463345,-4.4,1.095273387402595,0.0,0.0,Spring,No Holiday,Yes,March,12
13,39.28103868280471,-1.9,1.172482137234565,0.0,0.0,Spring,No Holiday,Yes,March,12
14,39.97499218261337,-0.8,1.169381359556317,0.0,0.0,Spring,No Holiday,Yes,March,12
15,39.28103868280471,-1.3,1.1052568313867783,0.0,0.0,Spring,No Holiday,Yes,March,12
16,39.11521443121589,-1.2,0.9516578757114463,0.0,0.0,Spring,No Holiday,Yes,March,12
17,39.56008088970496,-0.3,0.6931471805599453,0.0,0.0,Spring,No Holiday,Yes,March,12
18,39.21734310225516,0.0,0.34358970439007686,0.0,0.0,Spring,No Holiday,Yes,March,12
19,39.698866482558415,-0.2,0.02955880224154443,0.0,0.0,Spring,No Holiday,Yes,March,12
20,40.124805295477756,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
21,39.20459156782532,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
22,38.379682124790975,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
23,38.781438859330635,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,12
0,38.66522985836241,-0.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
1,37.48332962798263,-0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
2,37.12142238654117,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
3,35.76310948449533,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
4,38.8329756778952,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
5,37.82856063875548,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
6,38.262252939417984,-0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
7,38.157568056677825,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
8,35.91656999213594,-2.3,0.11332868530700327,0.0,0.0,Spring,No Holiday,Yes,March,13
9,35.4682957019364,-2.2,0.28517894223366247,0.0,0.0,Spring,No Holiday,Yes,March,13
10,35.874782229304195,-2.1,0.4382549309311553,0.0,0.0,Spring,No Holiday,Yes,March,13
11,31.827660925679098,2.1,0.6097655716208942,0.0,0.0,Spring,No Holiday,Yes,March,13
12,26.419689627245813,4.2,1.235471471385307,0.0,0.0,Spring,No Holiday,Yes,March,13
13,26.38181191654584,4.0,1.2809338454620642,0.0,0.0,Spring,No Holiday,Yes,March,13
14,22.181073012818835,5.4,1.2325602611778486,0.0,0.0,Spring,No Holiday,Yes,March,13
15,21.0,7.0,1.1249295969854831,0.0,0.0,Spring,No Holiday,Yes,March,13
16,16.30950643030009,7.8,0.8754687373538999,0.0,0.0,Spring,No Holiday,Yes,March,13
17,20.952326839756964,9.5,0.6678293725756554,0.0,0.0,Spring,No Holiday,Yes,March,13
18,22.978250586152114,9.8,0.32930374714260047,0.0,0.0,Spring,No Holiday,Yes,March,13
19,27.586228448267445,10.1,0.03922071315328133,0.0,0.0,Spring,No Holiday,Yes,March,13
20,31.480152477394387,9.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
21,31.080540535840107,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
22,32.68026927673638,10.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
23,32.29551052391029,10.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,13
0,33.74907406137241,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
1,28.61817604250837,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
2,25.25866188063018,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
3,16.3707055437449,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
4,18.788294228055936,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
5,8.831760866327848,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
6,10.908712114635714,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
7,17.578395831246947,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
8,13.74772708486752,8.1,0.058268908123975824,0.0,0.0,Spring,No Holiday,Yes,March,14
9,15.264337522473747,7.3,0.17395330712343798,0.0,0.0,Spring,No Holiday,Yes,March,14
10,4.58257569495584,7.4,0.5247285289349821,0.0,0.0,Spring,No Holiday,Yes,March,14
11,10.44030650891055,8.3,0.8544153281560676,0.0,0.0,Spring,No Holiday,Yes,March,14
12,11.269427669584644,7.2,1.169381359556317,0.0,0.0,Spring,No Holiday,Yes,March,14
13,14.352700094407323,8.1,1.297463147413275,0.0,0.0,Spring,No Holiday,Yes,March,14
14,1.0,7.6,1.2499017362143359,0.0,0.0,Spring,No Holiday,Yes,March,14
15,4.69041575982343,7.1,1.128171090909654,0.0,0.0,Spring,No Holiday,Yes,March,14
16,1.0,7.8,1.0681530811834012,0.0,0.0,Spring,No Holiday,Yes,March,14
17,1.0,9.4,0.7793248768009975,0.0,0.0,Spring,No Holiday,Yes,March,14
18,1.0,9.3,0.4574248470388755,0.0,0.0,Spring,No Holiday,Yes,March,14
19,1.0,8.4,0.03922071315328133,0.0,0.0,Spring,No Holiday,Yes,March,14
20,2.8284271247461903,9.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
21,15.033296378372908,10.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
22,14.866068747318506,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
23,18.303005217723125,10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,14
0,11.74734012447073,10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
1,11.916375287812984,10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
2,16.64331697709324,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
3,18.49324200890693,10.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
4,33.52610922848042,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
5,38.91015291668744,13.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
6,39.344631145812,13.7,0.0,2.1972245773362196,0.0,Spring,No Holiday,Yes,March,15
7,42.567593307585526,13.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
8,40.7308237088326,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
9,41.80908992073375,13.7,0.058268908123975824,2.8903717578961645,0.0,Spring,No Holiday,Yes,March,15
10,41.255302689472536,13.8,0.1310282624064042,0.0,0.0,Spring,No Holiday,Yes,March,15
11,41.291645644125154,13.5,0.12221763272424911,0.0,0.0,Spring,No Holiday,Yes,March,15
12,35.07135583350036,12.8,0.17395330712343798,1.0986122886681098,0.0,Spring,No Holiday,Yes,March,15
13,39.16631205513228,12.2,0.20701416938432612,0.0,0.0,Spring,No Holiday,Yes,March,15
14,42.708313008125245,11.6,0.1823215567939546,0.0,0.0,Spring,No Holiday,Yes,March,15
15,43.40506882842141,11.1,0.23111172096338664,0.0,0.0,Spring,No Holiday,Yes,March,15
16,42.485291572496,10.3,0.1310282624064042,0.0,0.0,Spring,No Holiday,Yes,March,15
17,42.17819341792628,10.5,0.08617769624105241,0.0,0.0,Spring,No Holiday,Yes,March,15
18,43.41658669218482,10.0,0.02955880224154443,0.0,0.0,Spring,No Holiday,Yes,March,15
19,40.124805295477756,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
20,40.36087214122113,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
21,38.7556447501522,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
22,38.8329756778952,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
23,37.30951621235526,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,15
0,1.0,6.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
1,1.0,4.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
2,1.0,1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
3,1.0,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
4,1.0,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
5,1.0,-1.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
6,1.0,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
7,1.0,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
8,1.0,-4.1,0.27763173659827955,0.0,0.0,Spring,No Holiday,Yes,March,16
9,1.0,-4.1,0.7323678937132266,0.0,0.0,Spring,No Holiday,Yes,March,16
10,8.06225774829855,-4.1,1.0260415958332743,0.0,0.0,Spring,No Holiday,Yes,March,16
11,3.0,-3.0,1.2178757094949273,0.0,0.0,Spring,No Holiday,Yes,March,16
12,9.38083151964686,-3.5,1.3297240096314962,0.0,0.0,Spring,No Holiday,Yes,March,16
13,6.48074069840786,-3.3,1.3837912309017721,0.0,0.0,Spring,No Holiday,Yes,March,16
14,5.291502622129181,-3.5,1.3635373739972745,0.0,0.0,Spring,No Holiday,Yes,March,16
15,5.0,-4.3,1.2864740258376797,0.0,0.0,Spring,No Holiday,Yes,March,16
16,1.4142135623730951,-4.9,1.1346227261911428,0.0,0.0,Spring,No Holiday,Yes,March,16
17,1.0,-5.7,0.8919980393051105,0.0,0.0,Spring,No Holiday,Yes,March,16
18,1.0,-5.5,0.5187937934151676,0.0,0.0,Spring,No Holiday,Yes,March,16
19,1.0,-6.1,0.058268908123975824,0.0,0.0,Spring,No Holiday,Yes,March,16
20,1.0,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
21,1.0,-5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
22,1.0,-5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
23,1.0,-6.1,0.0,0.0,0.0,Spring,No Holiday,Yes,March,16
0,1.0,-6.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
1,1.0,-5.9,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
2,1.0,-5.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
3,1.0,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
4,1.0,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
5,1.0,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
6,1.0,-5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
7,1.0,-5.5,0.009950330853168092,0.0,0.0,Spring,No Holiday,Yes,March,17
8,5.196152422706632,-6.2,0.27763173659827955,0.0,0.0,Spring,No Holiday,Yes,March,17
9,7.14142842854285,-6.3,0.7080357930536961,0.0,0.0,Spring,No Holiday,Yes,March,17
10,13.114877048604,-5.6,0.9895411936137477,0.0,0.0,Spring,No Holiday,Yes,March,17
11,14.7648230602334,-5.1,1.1817271953786161,0.0,0.0,Spring,No Holiday,Yes,March,17
12,18.0,-3.6,1.2556160374777743,0.0,0.0,Spring,No Holiday,Yes,March,17
13,15.132745950421556,-5.1,1.169381359556317,0.0,0.0,Spring,No Holiday,Yes,March,17
14,16.34013463836819,-5.4,1.1817271953786161,0.0,0.0,Spring,No Holiday,Yes,March,17
15,17.46424919657298,-7.5,1.2584609896100056,0.0,0.0,Spring,No Holiday,Yes,March,17
16,22.40535650240808,-4.5,1.0577902941478545,0.0,0.0,Spring,No Holiday,Yes,March,17
17,27.586228448267445,-3.3,0.5933268452777344,0.0,0.0,Spring,No Holiday,Yes,March,17
18,26.343879744638983,-1.8,0.2700271372130602,0.0,0.0,Spring,No Holiday,Yes,March,17
19,28.178005607210743,-1.3,0.04879016416943204,0.0,0.0,Spring,No Holiday,Yes,March,17
20,31.559467676119,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
21,29.30870177950569,-1.3,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
22,30.983866769659336,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
23,32.2490309931942,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes,March,17
0,31.336879231984796,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,March,18
1,30.95157508108432,-2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,March,18
2,30.56141357987225,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,March,18
